Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
43,male,Netherlands,No,Yes,Yes,Rarely,500-1000,Yes,Yes,No,Not sure,No,No,Dont know,Dont know,Yes,Yes,Some of them,Some of them,Yes,Maybe,Yes,Yes
65,male,United Kingdom,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,Dont know,No,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,Yes,Yes
38,male,Sweden,Yes,No,Yes,Never,500-1000,Yes,Yes,Yes,Yes,Yes,Dont know,No,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Yes,Yes,No
56,male,Other,No,No,No,Sometimes,6-25,Yes,Yes,Yes,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Yes,No,No,Yes,No
53,female,Brazil,Yes,No,No,Rarely,1-5,Yes,Yes,Dont know,No,Dont know,No,No,Dont know,Yes,Maybe,Yes,Yes,Maybe,Yes,Dont know,Yes
50,male,France,Yes,Yes,No,Rarely,6-25,Yes,No,Dont know,Not sure,Dont know,No,No,Somewhat easy,Maybe,Yes,Some of them,Yes,Yes,Maybe,Dont know,Yes
47,female,India,Yes,Yes,Yes,Never,More than 1000,Yes,Yes,Yes,Yes,Dont know,No,No,Somewhat difficult,No,Yes,Some of them,Yes,No,No,Yes,No
54,male,United States,Yes,Yes,Yes,Never,26-100,Yes,Yes,Dont know,Not sure,No,Dont know,No,Very difficult,Yes,No,Some of them,No,No,Maybe,No,Yes
40,other,United States,No,No,No,Often,More than 1000,No,Yes,No,Not sure,Dont know,Yes,Yes,Very easy,Yes,Maybe,Yes,No,Yes,Maybe,Dont know,Yes
27,male,United Kingdom,Yes,No,Yes,Sometimes,6-25,Yes,Yes,Dont know,Yes,No,Yes,No,Somewhat easy,Maybe,Yes,Some of them,Yes,No,Maybe,No,Yes
22,male,India,No,No,No,Never,6-25,Yes,Yes,Dont know,Not sure,Dont know,Yes,Yes,Very difficult,No,Yes,Some of them,Some of them,Maybe,Yes,No,Yes
53,female,India,No,No,Yes,Often,6-25,No,Yes,No,Yes,Yes,Yes,Dont know,Very difficult,Yes,Yes,No,Some of them,Maybe,Yes,Dont know,Yes
51,male,United Kingdom,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Dont know,No,Dont know,Yes,No,Somewhat easy,Maybe,No,Some of them,No,Maybe,Maybe,No,No
48,female,United States,No,Yes,No,Never,26-100,No,Yes,No,Yes,Yes,Dont know,No,Very easy,No,Maybe,No,No,No,Yes,No,Yes
27,female,Sweden,No,Yes,Yes,Often,6-25,Yes,Yes,Dont know,Yes,Yes,Yes,No,Very easy,Maybe,No,Yes,No,No,Maybe,Yes,Yes
36,male,Australia,Yes,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,Yes,Dont know,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Yes,Yes,Yes
49,male,Australia,No,No,No,Sometimes,More than 1000,No,Yes,Dont know,Not sure,No,Dont know,No,Very difficult,Yes,Maybe,Some of them,No,No,Yes,Yes,No
18,female,United Kingdom,No,No,No,Often,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,No,Very easy,Yes,Yes,No,Some of them,Maybe,Yes,Dont know,No
22,male,India,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,Dont know,Yes,Dont know,Somewhat easy,Maybe,Yes,Yes,No,Yes,No,Yes,Yes
62,male,Brazil,No,Yes,No,Sometimes,1-5,Yes,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes,Yes,Some of them,Maybe,Yes,No,Yes
21,male,United Kingdom,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Yes,Yes,No,No,Yes,No,No,Yes
33,male,Sweden,No,No,No,Rarely,More than 1000,Yes,No,Yes,Yes,No,Dont know,Dont know,Very difficult,No,Yes,Yes,No,Yes,No,No,Yes
41,male,United Kingdom,No,No,Yes,Often,1-5,Yes,Yes,No,Not sure,No,Yes,Yes,Very easy,No,Maybe,Yes,Some of them,Yes,No,No,No
33,female,Canada,No,Yes,Yes,Sometimes,100-500,No,No,No,Yes,No,No,No,Very difficult,Maybe,Yes,Yes,No,Maybe,Maybe,No,No
19,other,France,No,No,No,Never,6-25,Yes,Yes,No,Yes,Dont know,Dont know,No,Somewhat difficult,Maybe,Yes,Yes,Yes,Maybe,Yes,Dont know,Yes
45,other,India,Yes,Yes,Yes,Rarely,26-100,No,Yes,Yes,No,Yes,No,Dont know,Very easy,Maybe,No,Yes,Some of them,No,Maybe,No,Yes
49,female,Netherlands,No,Yes,Yes,Rarely,500-1000,No,Yes,Dont know,Yes,No,No,Yes,Very difficult,Maybe,No,Yes,No,No,No,Dont know,No
44,male,Netherlands,Yes,Yes,No,Often,500-1000,Yes,No,No,Not sure,No,Yes,Yes,Very easy,No,Maybe,Yes,Some of them,Yes,Yes,No,No
37,female,India,No,No,No,Sometimes,6-25,Yes,Yes,Dont know,Yes,No,Dont know,Yes,Somewhat difficult,Yes,Maybe,Yes,No,Maybe,Maybe,Dont know,Yes
41,male,Other,Yes,No,Yes,Often,More than 1000,Yes,Yes,Dont know,Not sure,Yes,No,Dont know,Dont know,No,No,Some of them,Yes,No,No,Dont know,Yes
29,male,Sweden,Yes,Yes,No,Rarely,1-5,Yes,Yes,Yes,No,No,Dont know,No,Somewhat easy,Maybe,No,No,No,No,Maybe,No,Yes
52,male,Canada,Yes,No,No,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Dont know,Very difficult,Maybe,Yes,Yes,No,No,Maybe,No,No
50,male,Canada,Yes,Yes,Yes,Never,100-500,Yes,Yes,Yes,No,Dont know,Dont know,No,Somewhat difficult,No,Yes,No,Yes,Maybe,Yes,No,No
50,female,United States,Yes,Yes,Yes,Sometimes,6-25,No,No,No,Yes,Yes,No,Dont know,Somewhat difficult,No,Maybe,Yes,Some of them,No,Yes,No,No
60,female,France,No,Yes,No,Rarely,26-100,Yes,No,Yes,Not sure,Dont know,No,No,Very easy,Maybe,No,Yes,No,Yes,Maybe,Yes,No
54,male,Australia,No,Yes,No,Never,26-100,Yes,Yes,No,No,Yes,Dont know,Yes,Very easy,Yes,Maybe,Some of them,No,Maybe,Yes,Yes,Yes
29,male,Germany,No,No,No,Sometimes,More than 1000,Yes,No,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,Yes,No,Yes,No,Yes,Dont know,No
20,other,Sweden,Yes,Yes,Yes,Never,100-500,Yes,Yes,No,Not sure,Yes,No,Yes,Very easy,No,Maybe,No,Some of them,No,Maybe,Dont know,No
18,male,Germany,No,Yes,Yes,Never,26-100,No,Yes,No,No,Dont know,No,Dont know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Yes,Yes,No
50,male,Germany,Yes,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Dont know,Yes,Dont know,Very difficult,Maybe,Maybe,Some of them,Yes,No,Yes,Dont know,Yes
57,male,India,Yes,Yes,Yes,Never,1-5,Yes,Yes,No,No,Dont know,Yes,Dont know,Very difficult,Yes,Yes,No,Yes,No,No,No,No
27,female,Netherlands,No,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,Dont know,No,Yes,Dont know,Maybe,Maybe,Yes,No,Yes,Yes,Dont know,No
60,female,Netherlands,No,No,Yes,Rarely,1-5,No,Yes,Yes,Not sure,No,Dont know,No,Very difficult,Maybe,Yes,Yes,Yes,Maybe,No,Dont know,No
61,male,Australia,Yes,No,Yes,Often,1-5,Yes,Yes,No,Not sure,No,Yes,Yes,Very easy,Maybe,No,No,Yes,No,Maybe,Dont know,Yes
46,male,India,Yes,No,No,Never,26-100,Yes,Yes,Yes,No,No,Dont know,Yes,Very easy,No,Maybe,Yes,Yes,Maybe,No,Yes,No
30,female,Germany,No,Yes,No,Often,More than 1000,No,Yes,Dont know,No,Yes,No,No,Very difficult,No,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes
29,female,Other,No,No,Yes,Sometimes,1-5,No,Yes,Yes,Yes,No,No,No,Somewhat difficult,Yes,Yes,Some of them,Yes,Yes,Yes,Dont know,Yes
48,male,Brazil,No,No,Yes,Never,100-500,No,No,Yes,Not sure,Yes,Dont know,No,Somewhat difficult,Maybe,Maybe,Some of them,No,Yes,Yes,No,No
63,other,Netherlands,No,Yes,Yes,Sometimes,26-100,No,No,No,Yes,Dont know,Yes,No,Somewhat difficult,No,Yes,No,No,Maybe,No,Dont know,Yes
19,male,Sweden,Yes,Yes,No,Often,More than 1000,Yes,Yes,No,Not sure,Yes,Dont know,Yes,Somewhat easy,Yes,Maybe,No,No,Yes,Maybe,Yes,No
52,male,Sweden,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Dont know,Dont know,Dont know,Maybe,No,No,Yes,Yes,Yes,No,Yes
40,female,United States,No,Yes,No,Never,500-1000,No,Yes,No,Yes,No,No,Yes,Very difficult,Yes,No,Yes,Some of them,No,No,Dont know,Yes
34,male,United Kingdom,No,Yes,No,Sometimes,More than 1000,Yes,Yes,Dont know,Yes,Dont know,Yes,No,Somewhat easy,Yes,No,No,Yes,Yes,No,Yes,No
43,male,Brazil,Yes,No,No,Often,26-100,No,Yes,Dont know,Not sure,Dont know,Dont know,Dont know,Somewhat difficult,Yes,Maybe,No,Yes,Yes,No,No,No
25,male,Netherlands,Yes,No,No,Often,100-500,No,Yes,No,Not sure,No,Yes,Dont know,Very difficult,Yes,Maybe,Some of them,No,No,Yes,Dont know,Yes
46,male,Canada,Yes,No,No,Often,More than 1000,Yes,Yes,Yes,Not sure,Dont know,No,Yes,Somewhat easy,Yes,No,Yes,Yes,No,Maybe,Yes,Yes
43,other,Netherlands,Yes,Yes,Yes,Never,500-1000,No,Yes,Dont know,No,Dont know,Yes,Yes,Very easy,Yes,No,Yes,Some of them,Maybe,Yes,No,Yes
27,male,United States,No,Yes,Yes,Often,26-100,No,Yes,Dont know,Yes,Dont know,No,Yes,Somewhat difficult,Yes,Yes,Some of them,No,Yes,Yes,Dont know,Yes
43,female,Sweden,Yes,Yes,No,Never,1-5,Yes,Yes,Yes,Not sure,No,Yes,Dont know,Somewhat easy,Maybe,Yes,Yes,Some of them,No,Maybe,No,No
51,male,Germany,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,Dont know,Dont know,Dont know,Very easy,Maybe,No,No,Some of them,Yes,No,No,Yes
58,male,Canada,No,No,No,Often,6-25,No,Yes,Dont know,Not sure,Yes,No,Dont know,Somewhat difficult,Yes,No,Yes,Some of them,Maybe,Yes,No,Yes
24,male,India,No,Yes,No,Sometimes,1-5,No,No,Yes,Yes,Yes,Dont know,No,Dont know,Maybe,Maybe,Some of them,Yes,Yes,No,Yes,No
21,female,France,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Not sure,Dont know,No,No,Somewhat difficult,Yes,No,Yes,Yes,Yes,No,Dont know,Yes
62,male,Germany,Yes,Yes,Yes,Sometimes,6-25,No,No,Dont know,Yes,No,Yes,Yes,Dont know,Maybe,Yes,Some of them,Yes,Yes,Maybe,No,No
28,female,France,Yes,No,Yes,Rarely,6-25,No,Yes,No,No,No,Yes,Dont know,Dont know,No,Yes,No,Yes,No,Maybe,No,No
46,male,Brazil,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Dont know,No,No,No,Yes,Dont know,Yes,Yes,No,No,No,Maybe,No,No
53,other,Other,No,No,Yes,Never,More than 1000,Yes,Yes,Yes,Not sure,Dont know,No,Dont know,Very difficult,No,Yes,Some of them,Yes,Maybe,No,Yes,Yes
42,male,United Kingdom,No,Yes,No,Sometimes,More than 1000,Yes,No,Dont know,Yes,Dont know,No,Yes,Very difficult,Yes,Yes,No,No,Yes,No,No,No
38,female,Other,No,No,Yes,Never,1-5,Yes,Yes,No,Yes,Yes,Yes,No,Dont know,Yes,Yes,No,Some of them,Maybe,Yes,Yes,No
53,female,Canada,No,No,Yes,Never,More than 1000,Yes,Yes,Yes,Yes,No,No,Dont know,Very easy,No,No,Yes,No,Maybe,No,Yes,No
27,female,Australia,No,Yes,Yes,Often,More than 1000,Yes,Yes,No,Not sure,Yes,No,No,Dont know,No,Yes,No,Yes,No,Maybe,No,Yes
54,female,Canada,Yes,No,No,Never,26-100,No,Yes,Dont know,Yes,Yes,Dont know,Dont know,Somewhat easy,No,Yes,Some of them,No,Yes,Maybe,No,Yes
26,female,Other,No,Yes,Yes,Rarely,26-100,No,Yes,Dont know,Yes,No,No,Yes,Dont know,Yes,Yes,No,Yes,Yes,Maybe,Yes,Yes
41,male,Netherlands,Yes,Yes,No,Often,1-5,Yes,No,No,Yes,Dont know,Dont know,Dont know,Very difficult,No,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes
52,male,Sweden,No,Yes,Yes,Often,100-500,Yes,Yes,Dont know,Yes,Dont know,Dont know,No,Very difficult,No,No,Some of them,No,Yes,No,No,No
52,male,Netherlands,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Not sure,Yes,Dont know,Dont know,Somewhat easy,Maybe,Maybe,No,No,No,Maybe,Yes,No
65,female,Netherlands,Yes,Yes,No,Never,26-100,No,Yes,Dont know,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Yes,Yes,No
53,male,Brazil,Yes,No,Yes,Never,6-25,No,Yes,No,Yes,Yes,Dont know,Dont know,Somewhat difficult,No,Maybe,No,Some of them,Maybe,No,No,Yes
35,female,Germany,No,Yes,Yes,Rarely,500-1000,Yes,Yes,No,Yes,Yes,No,No,Very easy,No,Maybe,Some of them,Some of them,No,Maybe,No,No
56,male,Australia,No,Yes,No,Sometimes,1-5,Yes,Yes,Yes,No,No,Yes,Yes,Very easy,No,Yes,Yes,Some of them,No,Yes,Dont know,Yes
49,male,Australia,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,No,Very easy,No,Maybe,Some of them,Some of them,No,Maybe,No,Yes
41,male,Netherlands,No,Yes,No,Often,500-1000,Yes,Yes,No,Yes,Yes,Yes,Dont know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,Yes
40,female,France,Yes,No,No,Often,500-1000,Yes,Yes,Dont know,Yes,Dont know,Yes,No,Very easy,Yes,No,Yes,Some of them,No,No,No,No
49,male,Brazil,No,Yes,No,Often,More than 1000,Yes,No,Dont know,No,Dont know,Yes,Dont know,Somewhat difficult,No,No,Some of them,No,No,Yes,Dont know,No
54,male,Netherlands,Yes,No,No,Rarely,500-1000,No,Yes,Dont know,No,Dont know,Yes,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,No,Yes,Yes
29,male,United Kingdom,No,Yes,No,Rarely,1-5,No,Yes,No,Yes,No,Yes,No,Very easy,Maybe,Yes,No,Yes,Yes,Yes,No,No
30,male,Sweden,Yes,No,Yes,Often,26-100,Yes,Yes,No,Not sure,No,Dont know,No,Somewhat easy,No,Yes,Some of them,Some of them,Yes,Maybe,No,Yes
40,male,Germany,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Not sure,Dont know,No,Dont know,Somewhat difficult,No,Yes,No,Yes,Maybe,No,Dont know,No
42,male,India,No,Yes,Yes,Rarely,26-100,Yes,Yes,No,Yes,Dont know,No,No,Somewhat easy,Maybe,No,Some of them,No,Yes,Maybe,Dont know,Yes
52,female,United Kingdom,Yes,No,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Dont know,No,Very difficult,No,Maybe,No,Some of them,Yes,Maybe,Dont know,Yes
58,male,France,No,Yes,No,Sometimes,500-1000,Yes,Yes,No,No,Yes,Dont know,Yes,Somewhat difficult,No,No,No,No,Maybe,No,Yes,Yes
47,male,Canada,Yes,No,No,Never,100-500,No,No,Dont know,No,No,Yes,Dont know,Somewhat easy,Maybe,Yes,No,Some of them,Yes,Maybe,Dont know,No
34,male,Canada,No,Yes,No,Often,26-100,Yes,Yes,Yes,Not sure,No,Yes,Dont know,Very easy,Yes,No,Yes,No,Yes,Yes,Yes,No
37,male,Other,Yes,No,Yes,Never,500-1000,Yes,Yes,Dont know,Yes,Yes,Dont know,Yes,Very difficult,No,Maybe,Some of them,Some of them,Maybe,Yes,No,No
65,male,United Kingdom,No,Yes,Yes,Often,More than 1000,Yes,Yes,No,No,Dont know,Yes,Yes,Dont know,No,Yes,Some of them,Some of them,Yes,Yes,No,No
42,male,Other,No,Yes,No,Often,6-25,No,Yes,Yes,Not sure,Yes,No,Dont know,Dont know,Yes,Maybe,Some of them,Yes,No,No,No,No
39,male,Netherlands,Yes,No,No,Sometimes,100-500,No,Yes,No,Not sure,No,No,Yes,Very easy,Maybe,Maybe,Yes,No,Maybe,Maybe,Dont know,Yes
30,male,India,Yes,Yes,Yes,Often,1-5,Yes,No,Yes,Not sure,No,Yes,Yes,Very difficult,Yes,Yes,No,No,Yes,Maybe,No,No
36,female,United States,Yes,Yes,No,Sometimes,100-500,No,Yes,Dont know,No,Yes,Yes,Yes,Very difficult,No,Maybe,Some of them,No,Yes,Maybe,Dont know,Yes
53,female,United States,Yes,Yes,No,Sometimes,6-25,No,Yes,No,No,Yes,Yes,Dont know,Very difficult,Yes,No,Yes,No,No,Maybe,Yes,No
29,female,France,No,Yes,No,Often,26-100,No,Yes,No,Yes,Yes,No,Yes,Very difficult,Maybe,Maybe,Yes,No,Maybe,Yes,No,No
58,male,Netherlands,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Yes,No,Yes,No,Dont know,No,Maybe,Some of them,Yes,Maybe,No,Yes,No
36,male,Australia,No,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Not sure,Dont know,Dont know,No,Somewhat easy,Maybe,Maybe,No,Some of them,Yes,Yes,Dont know,Yes
29,male,Other,Yes,No,No,Sometimes,26-100,No,Yes,No,Not sure,Yes,Yes,Dont know,Very difficult,Maybe,No,Yes,Yes,No,Yes,Dont know,No
26,male,Australia,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,No,No,Dont know,Yes,Somewhat easy,Yes,Maybe,Some of them,No,No,No,No,Yes
24,other,Germany,No,No,No,Sometimes,500-1000,No,Yes,No,No,No,Yes,No,Very difficult,Yes,Maybe,No,No,No,No,No,No
45,male,India,No,Yes,No,Rarely,100-500,No,Yes,Yes,Yes,No,Yes,Dont know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Yes,Dont know,Yes
31,male,India,No,No,Yes,Rarely,6-25,Yes,No,Dont know,Yes,Yes,No,No,Somewhat difficult,Maybe,Yes,Yes,Yes,No,Maybe,No,Yes
48,male,Canada,Yes,Yes,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Dont know,Yes,Somewhat difficult,No,Yes,Some of them,Some of them,No,No,No,Yes
36,female,Brazil,Yes,Yes,No,Sometimes,500-1000,Yes,No,Dont know,No,Dont know,Dont know,Dont know,Very difficult,Maybe,Yes,Some of them,Some of them,Maybe,No,Yes,Yes
64,male,Other,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Not sure,No,Dont know,No,Somewhat easy,Maybe,Maybe,No,Yes,Yes,Yes,Dont know,No
33,male,France,Yes,Yes,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,No,Dont know,Dont know,Yes,Yes,Some of them,Some of them,Yes,Maybe,Yes,No
22,male,United States,Yes,No,No,Sometimes,More than 1000,No,Yes,No,Yes,No,Dont know,No,Very easy,Maybe,No,Some of them,Yes,No,No,No,Yes
52,male,France,No,Yes,No,Sometimes,26-100,No,Yes,Yes,No,No,No,No,Dont know,Maybe,Maybe,No,Yes,Maybe,Yes,Yes,No
29,male,Australia,Yes,No,Yes,Often,6-25,No,Yes,Yes,Yes,Dont know,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,Maybe,No,Dont know,Yes
42,male,Australia,Yes,Yes,No,Rarely,6-25,Yes,Yes,Dont know,Not sure,Yes,Yes,Yes,Somewhat difficult,No,Maybe,No,Some of them,No,Maybe,Yes,No
38,male,United Kingdom,Yes,No,Yes,Rarely,6-25,No,Yes,Yes,No,Yes,Dont know,No,Somewhat difficult,Yes,Yes,No,No,Yes,Yes,Yes,No
53,male,Germany,No,No,No,Often,500-1000,No,No,No,Yes,No,Yes,Dont know,Somewhat easy,Yes,Yes,No,Some of them,No,Yes,No,No
40,male,India,Yes,No,No,Rarely,1-5,Yes,Yes,Dont know,Yes,No,Yes,Dont know,Very difficult,Maybe,Yes,Some of them,Some of them,Maybe,Maybe,Dont know,Yes
33,male,Sweden,No,No,No,Never,500-1000,No,Yes,No,No,Dont know,Dont know,Yes,Dont know,Maybe,Maybe,No,No,No,Yes,No,No
56,male,Other,Yes,No,No,Rarely,100-500,No,Yes,No,No,Dont know,Yes,No,Very difficult,No,No,Some of them,No,Yes,Maybe,No,Yes
62,female,France,Yes,No,Yes,Often,More than 1000,No,No,No,Yes,Dont know,Dont know,Yes,Very difficult,Maybe,Maybe,No,No,Yes,Yes,Dont know,No
59,female,Other,Yes,Yes,Yes,Never,More than 1000,No,Yes,No,Not sure,Dont know,Dont know,No,Somewhat difficult,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes
56,male,Australia,No,No,No,Sometimes,1-5,Yes,Yes,Dont know,No,Dont know,Yes,No,Dont know,No,Maybe,No,Some of them,No,No,No,No
31,male,Brazil,No,Yes,No,Often,100-500,Yes,Yes,Yes,Not sure,Dont know,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,Yes
48,male,Canada,Yes,No,No,Often,1-5,Yes,Yes,No,Yes,No,Yes,Dont know,Somewhat difficult,No,Maybe,Yes,Some of them,Maybe,No,Dont know,Yes
22,male,United States,No,Yes,No,Sometimes,More than 1000,Yes,No,Dont know,Not sure,Dont know,Yes,Yes,Dont know,Maybe,Maybe,Yes,Some of them,No,Yes,No,Yes
52,female,Germany,Yes,No,No,Often,500-1000,Yes,Yes,No,Yes,No,Yes,No,Somewhat easy,Yes,No,No,Yes,Maybe,Maybe,Yes,No
40,male,Brazil,No,No,No,Rarely,6-25,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Yes,No,Maybe,Yes,Yes
46,female,Germany,No,Yes,No,Sometimes,More than 1000,No,No,Dont know,Yes,Yes,Yes,Dont know,Somewhat easy,Maybe,No,No,Some of them,Yes,No,No,No
60,male,United Kingdom,Yes,No,No,Often,26-100,Yes,Yes,Dont know,Yes,No,No,Dont know,Somewhat difficult,Maybe,No,No,No,Maybe,No,Dont know,Yes
28,male,Sweden,Yes,No,Yes,Sometimes,6-25,Yes,Yes,Yes,Not sure,No,Dont know,No,Very difficult,No,No,No,No,No,No,Yes,Yes
35,female,Australia,Yes,No,Yes,Sometimes,More than 1000,Yes,Yes,Dont know,Yes,Dont know,Yes,Yes,Dont know,Maybe,No,No,No,No,Maybe,Dont know,Yes
64,female,Canada,Yes,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Dont know,Somewhat easy,Yes,No,Some of them,No,No,No,No,No
29,female,Brazil,No,No,No,Never,1-5,Yes,Yes,Dont know,Not sure,Dont know,Yes,Yes,Somewhat difficult,Maybe,No,No,Some of them,Maybe,Yes,Yes,No
26,female,Germany,No,Yes,No,Often,6-25,No,Yes,Dont know,No,Dont know,Dont know,Dont know,Somewhat easy,Maybe,Maybe,Yes,No,Yes,No,Yes,No
27,male,India,No,No,No,Never,500-1000,No,Yes,Yes,Not sure,Dont know,No,No,Somewhat difficult,No,No,Yes,No,No,No,Yes,No
61,female,United Kingdom,Yes,No,Yes,Often,100-500,No,Yes,Yes,Not sure,Yes,No,No,Somewhat difficult,No,No,Yes,No,Maybe,Maybe,Dont know,No
34,male,India,Yes,Yes,No,Rarely,26-100,No,Yes,Dont know,Not sure,Dont know,Yes,Yes,Very easy,No,Maybe,No,Some of them,No,Yes,Yes,No
55,female,Canada,No,No,Yes,Rarely,6-25,Yes,No,Dont know,Yes,No,Yes,No,Very easy,No,Maybe,Some of them,Yes,Yes,Maybe,Yes,No
24,male,Brazil,Yes,No,No,Rarely,1-5,No,Yes,Yes,Yes,Dont know,Yes,Dont know,Very easy,Yes,Yes,Some of them,No,Yes,Yes,No,Yes
63,female,Other,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,Dont know,Yes,No,Somewhat easy,Maybe,Yes,Some of them,Some of them,Yes,Yes,Yes,Yes
30,male,United Kingdom,No,No,Yes,Sometimes,500-1000,Yes,Yes,Dont know,No,Dont know,Dont know,Dont know,Very difficult,Maybe,No,No,Some of them,Maybe,No,Dont know,No
57,male,Brazil,No,Yes,Yes,Sometimes,26-100,No,Yes,Dont know,Yes,Yes,Yes,Dont know,Somewhat difficult,No,No,Some of them,No,No,No,No,No
59,male,Australia,No,Yes,No,Never,1-5,No,Yes,Dont know,No,No,Dont know,No,Dont know,Yes,Yes,Yes,Yes,Maybe,Maybe,No,No
26,female,Netherlands,No,Yes,Yes,Never,500-1000,No,Yes,Yes,Yes,Yes,Yes,Dont know,Very easy,Yes,Yes,Some of them,Yes,No,Maybe,Yes,No
44,male,United Kingdom,Yes,No,No,Rarely,500-1000,Yes,Yes,Dont know,Not sure,No,No,Dont know,Somewhat easy,Maybe,No,No,Yes,Maybe,Maybe,No,No
19,male,India,Yes,Yes,No,Never,6-25,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,No,Yes,No,Some of them,No,Yes,Yes,Yes
22,male,Canada,Yes,Yes,No,Often,6-25,No,Yes,Yes,No,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,No,Maybe,Maybe,No,No
46,male,Sweden,No,No,No,Often,1-5,Yes,Yes,Dont know,No,Yes,Yes,Yes,Dont know,Maybe,Maybe,No,No,No,Yes,Dont know,No
54,female,Australia,No,Yes,No,Never,More than 1000,Yes,Yes,Yes,Yes,Dont know,Dont know,No,Dont know,Yes,Maybe,Some of them,Some of them,Maybe,Yes,Yes,No
55,male,Netherlands,No,No,Yes,Never,More than 1000,No,No,No,Not sure,Yes,Yes,Yes,Very easy,Yes,Yes,Some of them,No,Yes,Yes,Dont know,Yes
36,other,Sweden,No,No,No,Never,500-1000,No,Yes,Yes,Yes,Yes,Yes,Dont know,Dont know,Maybe,Maybe,Yes,No,Maybe,Yes,Yes,Yes
25,male,United States,Yes,No,No,Never,6-25,Yes,Yes,Dont know,Yes,Dont know,Yes,No,Very easy,No,Maybe,No,Yes,Yes,Yes,Dont know,Yes
65,male,Australia,Yes,No,No,Rarely,26-100,No,Yes,No,Yes,Dont know,No,No,Dont know,No,Maybe,Yes,No,Yes,No,Dont know,Yes
62,female,Canada,No,Yes,No,Rarely,26-100,Yes,No,No,Not sure,No,Dont know,No,Dont know,Maybe,Maybe,No,No,No,Yes,No,No
18,female,Germany,No,Yes,No,Never,500-1000,No,Yes,Dont know,No,No,No,No,Dont know,Maybe,No,Some of them,Some of them,Yes,Yes,Yes,Yes
39,male,United Kingdom,No,Yes,Yes,Often,6-25,Yes,Yes,Dont know,Not sure,No,Dont know,Dont know,Very easy,No,No,No,Some of them,Yes,No,No,Yes
34,male,Brazil,Yes,Yes,Yes,Rarely,1-5,No,Yes,Dont know,No,Yes,No,Dont know,Somewhat difficult,No,Yes,Some of them,Yes,No,No,Dont know,Yes
24,female,Canada,Yes,Yes,No,Often,1-5,Yes,No,Yes,No,No,Yes,Yes,Very easy,No,Maybe,No,Some of them,Maybe,No,Yes,Yes
