age,country,employment,remotework,orgsize,comptotal,jobsat,convertedcompyearly,industry
35-44 years old,Turkey,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",Remote,20 to 99 employees,75000.0,8.0,2319.0,Other:
35-44 years old,Russian Federation,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,43000.0,7.0,482.0,Other:
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",78000.0,7.0,78000.0,Other:
25-34 years old,Greece,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,12000.0,3.0,12889.0,Other:
18-24 years old,Belgium,"Student, full-time;Employed, part-time",Remote,20 to 99 employees,2200.0,5.0,2363.0,Software Development
25-34 years old,Canada,"Employed, full-time",Remote,"5,000 to 9,999 employees",240000.0,7.0,174463.0,Other:
25-34 years old,Germany,"Employed, full-time",In-person,100 to 499 employees,43000.0,9.0,46185.0,Manufacturing
35-44 years old,Mexico,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",56000.0,10.0,3019.0,Healthcare
35-44 years old,Czech Republic,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",2500000.0,4.0,108587.0,Banking/Financial Services
25-34 years old,Mexico,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",588000.0,7.0,31698.0,Retail and Consumer Services
25-34 years old,Bangladesh,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,1000000.0,8.0,8498.0,Healthcare
25-34 years old,Poland,"Employed, full-time",In-person,20 to 99 employees,222000.0,8.0,54937.0,"Transportation, or Supply Chain"
25-34 years old,Singapore,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",300000.0,7.0,221746.0,"Internet, Telecomm or Information Services"
45-54 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,540000.0,9.0,145715.0,Software Development
25-34 years old,Czech Republic,"Employed, full-time",In-person,"10,000 or more employees",1248000.0,7.0,54207.0,Fintech
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,50000.0,10.0,53703.0,Software Development
25-34 years old,Poland,"Employed, full-time",Remote,"1,000 to 4,999 employees",108624.0,3.0,26881.0,Software Development
35-44 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,58000.0,4.0,62296.0,Software Development
25-34 years old,Cambodia,"Employed, full-time",In-person,20 to 99 employees,36000000.0,7.0,8744.0,Government
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",450000.0,8.0,450000.0,Software Development
25-34 years old,Kyrgyzstan,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,260000.0,6.0,2989.0,Software Development
35-44 years old,Germany,"Employed, full-time",Remote,100 to 499 employees,63000.0,7.0,67666.0,"Transportation, or Supply Chain"
25-34 years old,Poland,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,310000.0,7.0,76714.0,Software Development
25-34 years old,Zambia,"Independent contractor, freelancer, or self-employed;Student, part-time",Remote,"10,000 or more employees",1560000.0,10.0,59288.0,Other:
25-34 years old,Slovenia,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,70000.0,2.0,75184.0,Fintech
25-34 years old,Bulgaria,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,42000.0,7.0,23068.0,Software Development
35-44 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",85000.0,6.0,91295.0,Software Development
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,40000.0,4.0,42962.0,Software Development
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",41000.0,8.0,44037.0,Other:
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,150000.0,1.0,191082.0,Software Development
35-44 years old,South Korea,"Employed, full-time",In-person,"5,000 to 9,999 employees",120000000.0,8.0,87039.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,"10,000 or more employees",109000.0,5.0,138853.0,Computer Systems Design and Services
35-44 years old,Czech Republic,"Employed, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,820000.0,8.0,35617.0,Other:
18-24 years old,Finland,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,25800.0,9.0,27711.0,Healthcare
25-34 years old,Austria,"Employed, full-time",Remote,2 to 9 employees,45000.0,8.0,48333.0,Media & Advertising Services
25-34 years old,India,"Employed, full-time",Remote,"5,000 to 9,999 employees",9800000.0,8.0,117242.0,"Internet, Telecomm or Information Services"
25-34 years old,Poland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,293000.0,5.0,72507.0,Software Development
25-34 years old,India,"Employed, full-time",In-person,2 to 9 employees,420000.0,5.0,5025.0,Software Development
45-54 years old,Italy,"Employed, full-time",Remote,20 to 99 employees,51000.0,7.0,54777.0,Computer Systems Design and Services
25-34 years old,Canada,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,106000.0,3.0,77054.0,Other:
18-24 years old,Austria,"Student, part-time;Employed, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,50000.0,6.0,53703.0,Software Development
25-34 years old,Germany,"Employed, full-time",In-person,20 to 99 employees,30000.0,4.0,32222.0,Retail and Consumer Services
18-24 years old,Luxembourg,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",48000.0,8.0,51555.0,Banking/Financial Services
35-44 years old,Russian Federation,"Employed, full-time",Remote,20 to 99 employees,350000.0,7.0,3922.0,"Internet, Telecomm or Information Services"
18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,34500.0,8.0,43949.0,Manufacturing
25-34 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,105000.0,7.0,116988.0,Software Development
25-34 years old,South Africa,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Just me - I am a freelancer, sole proprietor, etc.",1000000.0,8.0,53808.0,Software Development
25-34 years old,Germany,"Employed, full-time",Remote,10 to 19 employees,105000.0,9.0,112777.0,Software Development
25-34 years old,Spain,"Employed, full-time",Remote,"10,000 or more employees",42000.0,6.0,45111.0,Software Development
25-34 years old,Netherlands,"Employed, part-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",32000.0,7.0,34370.0,Government
25-34 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",35000.0,8.0,37592.0,Higher Education
45-54 years old,Germany,"Employed, full-time",Remote,20 to 99 employees,40000.0,5.0,42962.0,Software Development
25-34 years old,Croatia,"Employed, full-time",Remote,100 to 499 employees,42000.0,5.0,45111.0,Software Development
25-34 years old,Hungary,"Employed, full-time",In-person,20 to 99 employees,24000000.0,7.0,65221.0,"Transportation, or Supply Chain"
25-34 years old,France,"Employed, full-time",Remote,20 to 99 employees,83000.0,9.0,89147.0,Other:
25-34 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",500000.0,9.0,47692.0,Software Development
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,28800.0,7.0,30933.0,"Internet, Telecomm or Information Services"
55-64 years old,Ireland,"Employed, full-time",Remote,100 to 499 employees,102000.0,7.0,109554.0,Software Development
35-44 years old,Poland,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,250000.0,10.0,61866.0,Other:
18-24 years old,Germany,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",15000.0,3.0,16111.0,Software Development
25-34 years old,Belarus,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,60000.0,7.0,60000.0,Media & Advertising Services
35-44 years old,"Iran, Islamic Republic of...","Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,15000000000.0,8.0,356400.0,Fintech
25-34 years old,Nigeria,"Employed, full-time",In-person,2 to 9 employees,4200000.0,6.0,2791.0,Software Development
25-34 years old,Israel,"Employed, full-time",In-person,20 to 99 employees,300000.0,6.0,80953.0,"Transportation, or Supply Chain"
18-24 years old,Turkey,"Employed, full-time",In-person,2 to 9 employees,420000.0,7.0,12984.0,Software Development
25-34 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,30000.0,8.0,32222.0,Other:
25-34 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",50000.0,7.0,53703.0,Other:
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,83500.0,8.0,83500.0,Software Development
25-34 years old,Italy,"Student, part-time;Employed, part-time",In-person,20 to 99 employees,20000.0,6.0,21481.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,138000.0,8.0,138000.0,Manufacturing
25-34 years old,Australia,"Employed, full-time",In-person,20 to 99 employees,80000.0,6.0,52853.0,Other:
45-54 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,90000.0,4.0,96666.0,Healthcare
35-44 years old,Australia,"Employed, full-time",Remote,100 to 499 employees,200000.0,8.0,132132.0,Software Development
45-54 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",165000.0,7.0,165000.0,"Transportation, or Supply Chain"
35-44 years old,Germany,"Employed, full-time",Remote,100 to 499 employees,70000.0,5.0,75184.0,Software Development
35-44 years old,Turkey,"Employed, full-time",In-person,"1,000 to 4,999 employees",1500000.0,5.0,46370.0,Software Development
18-24 years old,France,"Employed, full-time",Remote,10 to 19 employees,50000.0,7.0,53703.0,Fintech
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",81000.0,7.0,86999.0,Software Development
35-44 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,240000.0,3.0,64762.0,Government
25-34 years old,Afghanistan,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,20000.0,6.0,20000.0,"Transportation, or Supply Chain"
25-34 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,105000.0,9.0,116988.0,Software Development
25-34 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,624000.0,10.0,89857.0,Other:
45-54 years old,Finland,"Employed, full-time",Remote,10 to 19 employees,180000.0,9.0,193331.0,Software Development
18-24 years old,Austria,"Employed, full-time",In-person,10 to 19 employees,31000.0,9.0,33296.0,"Transportation, or Supply Chain"
18-24 years old,Argentina,"Employed, full-time",Remote,20 to 99 employees,7200000.0,1.0,7981.0,"Internet, Telecomm or Information Services"
25-34 years old,Norway,"Employed, full-time",In-person,100 to 499 employees,60000.0,6.0,60000.0,Other:
25-34 years old,Germany,"Employed, full-time",In-person,"1,000 to 4,999 employees",58000.0,7.0,62296.0,"Internet, Telecomm or Information Services"
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,"10,000 or more employees",60000.0,2.0,76433.0,Retail and Consumer Services
25-34 years old,Poland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,150000.0,3.0,37120.0,Retail and Consumer Services
35-44 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",202000.0,3.0,202000.0,Fintech
35-44 years old,Brazil,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",9418.0,10.0,1756.0,"Internet, Telecomm or Information Services"
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",165000.0,8.0,165000.0,Manufacturing
25-34 years old,Italy,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,25000.0,5.0,26852.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,113505.0,8.0,113505.0,Software Development
45-54 years old,Norway,"Employed, full-time",In-person,500 to 999 employees,1200000.0,7.0,112309.0,Software Development
25-34 years old,Russian Federation,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",2220000.0,7.0,24874.0,Media & Advertising Services
18-24 years old,Russian Federation,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,960000.0,6.0,10756.0,Software Development
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,70000.0,8.0,75184.0,Software Development
25-34 years old,Austria,"Employed, full-time",In-person,100 to 499 employees,69000.0,7.0,74110.0,Manufacturing
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",147000.0,7.0,163783.0,"Internet, Telecomm or Information Services"
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,24000.0,2.0,25777.0,"Internet, Telecomm or Information Services"
45-54 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,200000.0,2.0,200000.0,Banking/Financial Services
18-24 years old,Germany,"Employed, full-time;Student, full-time",In-person,"5,000 to 9,999 employees",15500.0,9.0,16648.0,"Transportation, or Supply Chain"
25-34 years old,Canada,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",97000.0,9.0,70512.0,Software Development
45-54 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,120000.0,3.0,120000.0,Manufacturing
18-24 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",106000.0,9.0,106000.0,Banking/Financial Services
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,120000.0,8.0,152865.0,Software Development
45-54 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,181243.0,5.0,181243.0,Other:
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,100 to 499 employees,110000.0,10.0,140127.0,Software Development
35-44 years old,Italy,"Employed, full-time",In-person,10 to 19 employees,37400.0,7.0,40170.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,158000.0,10.0,158000.0,Software Development
25-34 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,95000.0,7.0,105846.0,Computer Systems Design and Services
35-44 years old,Germany,"Employed, full-time",Remote,"10,000 or more employees",130000.0,6.0,139628.0,Manufacturing
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,2 to 9 employees,80000.0,9.0,101910.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,50000.0,4.0,63694.0,Other:
18-24 years old,Netherlands,"Employed, full-time",In-person,2 to 9 employees,36000.0,7.0,38666.0,Software Development
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",85000.0,6.0,91295.0,Software Development
18-24 years old,France,"Student, part-time;Employed, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,24000.0,8.0,25777.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",64200.0,8.0,81783.0,"Internet, Telecomm or Information Services"
25-34 years old,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",64000.0,6.0,68740.0,Manufacturing
45-54 years old,Czech Republic,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",2000000.0,7.0,86870.0,Manufacturing
45-54 years old,Ukraine,"Employed, full-time",Remote,10 to 19 employees,2400000.0,8.0,59241.0,Healthcare
25-34 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",687000.0,7.0,98929.0,Software Development
25-34 years old,Brazil,"Employed, full-time",In-person,10 to 19 employees,89040.0,7.0,16605.0,Other:
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,77000.0,8.0,98089.0,Software Development
18-24 years old,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Hybrid (some remote, some in-person)",100 to 499 employees,12000.0,7.0,12889.0,"Transportation, or Supply Chain"
25-34 years old,Belgium,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",I don’t know,39800.0,8.0,42748.0,Manufacturing
25-34 years old,Bulgaria,"Employed, full-time",Remote,"10,000 or more employees",62475.0,9.0,34313.0,Software Development
25-34 years old,Russian Federation,"Employed, full-time",Remote,10 to 19 employees,240000.0,7.0,2689.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,"1,000 to 4,999 employees",123000.0,9.0,123000.0,Government
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,57000.0,8.0,61222.0,Software Development
25-34 years old,France,"Employed, full-time",In-person,20 to 99 employees,48000.0,8.0,51555.0,Manufacturing
35-44 years old,Slovenia,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,50000.0,6.0,53703.0,Software Development
45-54 years old,Norway,"Employed, full-time",In-person,"1,000 to 4,999 employees",730000.0,6.0,68322.0,Higher Education
35-44 years old,Poland,"Employed, full-time",In-person,20 to 99 employees,110000.0,9.0,27221.0,Manufacturing
25-34 years old,Portugal,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",10 to 19 employees,50000.0,8.0,53703.0,Banking/Financial Services
25-34 years old,Netherlands,"Employed, full-time",Remote,20 to 99 employees,70000.0,7.0,75184.0,Other:
25-34 years old,Germany,"Employed, full-time",Remote,100 to 499 employees,85000.0,6.0,91295.0,Software Development
45-54 years old,Argentina,"Employed, full-time",Remote,500 to 999 employees,80000.0,8.0,80000.0,Fintech
25-34 years old,India,"Employed, full-time",Remote,"1,000 to 4,999 employees",3800000.0,6.0,45461.0,Other:
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",90000.0,7.0,90000.0,Higher Education
25-34 years old,United States of America,"Employed, full-time",Remote,"1,000 to 4,999 employees",195000.0,4.0,195000.0,"Transportation, or Supply Chain"
25-34 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",132400.0,8.0,132400.0,Other:
35-44 years old,Hungary,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",17705000.0,3.0,48114.0,Other:
25-34 years old,Italy,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",120000.0,9.0,128887.0,Software Development
18-24 years old,Brazil,"Employed, full-time",In-person,100 to 499 employees,36000.0,3.0,6714.0,Other:
18-24 years old,Canada,"Employed, full-time",Remote,"1,000 to 4,999 employees",65000.0,9.0,47250.0,Retail and Consumer Services
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",210000.0,6.0,210000.0,"Internet, Telecomm or Information Services"
25-34 years old,United States of America,"Employed, full-time;Employed, part-time",Remote,20 to 99 employees,85000.0,1.0,85000.0,Higher Education
18-24 years old,Ukraine,"Employed, full-time",Remote,2 to 9 employees,40000.0,9.0,987.0,"Transportation, or Supply Chain"
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,50000.0,6.0,63694.0,Government
25-34 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",50000.0,7.0,53703.0,Software Development
25-34 years old,Argentina,"Employed, full-time;Student, part-time",Remote,100 to 499 employees,13000.0,6.0,14.0,Software Development
35-44 years old,United States of America,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,400000.0,9.0,400000.0,Other:
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,130000.0,5.0,130000.0,"Internet, Telecomm or Information Services"
25-34 years old,United States of America,"Employed, full-time",Remote,I don’t know,114000.0,8.0,114000.0,Insurance
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,105000.0,10.0,105000.0,Manufacturing
35-44 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,55000.0,7.0,59073.0,Software Development
25-34 years old,United States of America,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)","10,000 or more employees",98000.0,4.0,98000.0,"Transportation, or Supply Chain"
35-44 years old,United States of America,"Employed, full-time",Remote,500 to 999 employees,150000.0,3.0,150000.0,Healthcare
18-24 years old,India,"Employed, full-time",In-person,10 to 19 employees,780000.0,6.0,9332.0,Media & Advertising Services
45-54 years old,United States of America,"Employed, full-time",Remote,"5,000 to 9,999 employees",142000.0,2.0,142000.0,Healthcare
18-24 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,38000.0,7.0,40814.0,Computer Systems Design and Services
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,125000.0,8.0,139271.0,Software Development
18-24 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,79300.0,7.0,88354.0,Software Development
25-34 years old,Canada,"Employed, full-time",Remote,500 to 999 employees,110000.0,6.0,79962.0,Fintech
25-34 years old,Spain,"Employed, full-time",In-person,2 to 9 employees,16080.0,8.0,17271.0,Media & Advertising Services
35-44 years old,France,"Employed, full-time",Remote,20 to 99 employees,55000.0,2.0,59073.0,Other:
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,75000.0,8.0,80555.0,Software Development
35-44 years old,France,"Employed, full-time",In-person,I don’t know,39000.0,3.0,41888.0,Software Development
45-54 years old,Canada,"Employed, full-time",Remote,"10,000 or more employees",300000.0,8.0,218079.0,Software Development
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,2 to 9 employees,75000.0,10.0,95541.0,Software Development
18-24 years old,China,"Employed, full-time;Student, full-time",In-person,100 to 499 employees,500000.0,8.0,68987.0,Fintech
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",48900.0,3.0,62293.0,Healthcare
25-34 years old,Czech Republic,"Employed, full-time",Remote,"10,000 or more employees",1560000.0,7.0,67758.0,Software Development
35-44 years old,United States of America,"Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,175000.0,8.0,175000.0,Software Development
35-44 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,500 to 999 employees,145000.0,8.0,145000.0,Retail and Consumer Services
18-24 years old,Russian Federation,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",25000.0,8.0,25000.0,Retail and Consumer Services
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,105000.0,9.0,105000.0,"Transportation, or Supply Chain"
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,72000.0,8.0,72000.0,Software Development
35-44 years old,Canada,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,100000.0,6.0,100000.0,Software Development
25-34 years old,Brazil,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",180000.0,9.0,33568.0,Other:
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",95000.0,8.0,95000.0,Manufacturing
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,145000.0,7.0,145000.0,Other:
35-44 years old,Poland,"Employed, full-time",In-person,20 to 99 employees,280000.0,7.0,69290.0,Computer Systems Design and Services
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,60000.0,9.0,64444.0,Software Development
55-64 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",82000.0,8.0,88073.0,Other:
18-24 years old,United States of America,"Employed, full-time",Remote,"1,000 to 4,999 employees",110000.0,9.0,110000.0,Software Development
25-34 years old,Canada,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,100000.0,8.0,72693.0,Software Development
25-34 years old,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,3000000.0,8.0,74052.0,Software Development
35-44 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",145000.0,7.0,145000.0,Manufacturing
35-44 years old,Greece,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,35000.0,7.0,37592.0,"Transportation, or Supply Chain"
25-34 years old,United States of America,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",140000.0,8.0,140000.0,Other:
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",90000.0,7.0,90000.0,"Internet, Telecomm or Information Services"
25-34 years old,Australia,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,115000.0,8.0,75976.0,Software Development
25-34 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,84000.0,5.0,93590.0,Media & Advertising Services
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,200000.0,8.0,200000.0,Software Development
35-44 years old,Spain,"Employed, full-time",Remote,100 to 499 employees,52000.0,8.0,55851.0,Insurance
25-34 years old,France,"Employed, full-time",Remote,100 to 499 employees,66000.0,8.0,70888.0,Fintech
55-64 years old,Canada,"Employed, full-time",In-person,500 to 999 employees,115000.0,4.0,83597.0,Other:
25-34 years old,Czech Republic,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","10,000 or more employees",31380.0,1.0,31380.0,Software Development
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,37000.0,6.0,39740.0,Fintech
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,100 to 499 employees,57550.0,9.0,73312.0,Media & Advertising Services
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,156000.0,10.0,156000.0,Retail and Consumer Services
25-34 years old,Sri Lanka,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,1200000.0,7.0,3951.0,Software Development
18-24 years old,Germany,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",15000.0,3.0,16111.0,Software Development
25-34 years old,United States of America,"Employed, full-time",In-person,20 to 99 employees,60000.0,5.0,60000.0,Higher Education
35-44 years old,France,"Employed, full-time",Remote,2 to 9 employees,45000.0,8.0,48333.0,Software Development
25-34 years old,Turkey,"Employed, full-time",Remote,10 to 19 employees,54000.0,7.0,35676.0,Software Development
25-34 years old,India,"Employed, full-time;Independent contractor, freelancer, or self-employed",In-person,"5,000 to 9,999 employees",1800000.0,8.0,21534.0,"Internet, Telecomm or Information Services"
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",101000.0,6.0,112531.0,"Transportation, or Supply Chain"
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,116000.0,8.0,116000.0,Retail and Consumer Services
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,159000.0,8.0,159000.0,Insurance
25-34 years old,United States of America,"Employed, full-time",Remote,500 to 999 employees,50000.0,7.0,50000.0,Higher Education
25-34 years old,France,"Employed, full-time",In-person,500 to 999 employees,75000.0,7.0,80555.0,Other:
